534,
248,61,1,1,
249,60,2,1,
249,108,7,1,
251,29,1,5,
251,59,24,1,
251,106,5,1,
252,34,4,1,
254,30,1,1,
255,35,1,1,
256,36,10,1,
256,101,1,5,
256,107,1,1,
257,32,2,1,
261,39,1,5,
261,46,1,4,
262,38,4,1,
262,44,3,1,
262,45,1,1,
262,50,5,1,
263,28,27,1,
264,29,3,1,
265,37,1,1,
266,41,1,1,
266,47,1,1,
266,51,1,3,
267,30,1,1,
267,54,4,1,
268,31,1,2,
268,38,1,2,
268,45,5,1,
269,33,1,1,
269,36,1,2,
269,40,1,3,
269,49,2,1,
270,34,1,2,
270,43,1,2,
270,55,1,1,
270,65,2,1,
271,56,2,1,
272,57,1,1,
272,64,6,1,
273,46,1,1,
273,51,2,1,
273,58,5,1,
273,87,1,1,
274,47,1,1,
274,86,1,1,
275,48,1,3,
275,52,2,1,
275,85,1,1,
276,84,10,1,
277,53,1,1,
277,91,13,1,
278,54,1,1,
278,63,2,1,
279,55,1,1,
280,56,1,2,
280,61,1,2,
281,58,1,3,
286,85,4,1,
